"Datum","Standort","Parameter","Intervall","Einheit","Wert","Status"
"2023-05-31T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",25.1,"provisorisch"
"2023-06-01T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",21.1,"provisorisch"
"2023-06-01T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",0,"provisorisch"
"2023-06-01T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",965.78,"provisorisch"
"2023-06-01T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",331.74,"provisorisch"
"2023-06-01T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",25.9,"provisorisch"
"2023-06-01T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",21.55,"provisorisch"
"2023-06-01T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",0,"provisorisch"
"2023-06-01T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",968.18,"provisorisch"
"2023-06-01T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",26.27,"provisorisch"
"2023-06-01T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",20.64,"provisorisch"
"2023-06-01T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",0,"provisorisch"
"2023-06-01T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",965.9,"provisorisch"
"2023-06-01T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",26.36,"provisorisch"
"2023-06-02T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",21.83,"provisorisch"
"2023-06-02T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",0,"provisorisch"
"2023-06-02T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",963.83,"provisorisch"
"2023-06-02T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",338.67,"provisorisch"
"2023-06-02T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",26.75,"provisorisch"
"2023-06-02T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",22.02,"provisorisch"
"2023-06-02T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",0,"provisorisch"
"2023-06-02T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",966.26,"provisorisch"
"2023-06-02T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",26.91,"provisorisch"
"2023-06-02T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",21.51,"provisorisch"
"2023-06-02T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",0,"provisorisch"
"2023-06-02T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",963.91,"provisorisch"
"2023-06-02T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",26.39,"provisorisch"
"2023-06-03T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",20.84,"provisorisch"
"2023-06-03T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",0,"provisorisch"
"2023-06-03T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",964.42,"provisorisch"
"2023-06-03T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",335.2,"provisorisch"
"2023-06-03T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",25.6,"provisorisch"
"2023-06-03T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",21.04,"provisorisch"
"2023-06-03T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",0,"provisorisch"
"2023-06-03T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",966.83,"provisorisch"
"2023-06-03T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",26.07,"provisorisch"
"2023-06-03T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",20.37,"provisorisch"
"2023-06-03T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",0,"provisorisch"
"2023-06-03T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",964.52,"provisorisch"
"2023-06-03T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",25.67,"provisorisch"
"2023-06-04T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",20.29,"provisorisch"
"2023-06-04T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",49.85,"provisorisch"
"2023-06-04T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",965.64,"provisorisch"
"2023-06-04T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",260.06,"provisorisch"
"2023-06-04T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",24.91,"provisorisch"
"2023-06-04T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",20.83,"provisorisch"
"2023-06-04T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",16.62,"provisorisch"
"2023-06-04T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",968.06,"provisorisch"
"2023-06-04T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",25.86,"provisorisch"
"2023-06-04T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",19.85,"provisorisch"
"2023-06-04T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",27.78,"provisorisch"
"2023-06-04T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",965.77,"provisorisch"
"2023-06-04T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",24.91,"provisorisch"
"2023-06-05T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",20.64,"provisorisch"
"2023-06-05T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",0,"provisorisch"
"2023-06-05T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",965.31,"provisorisch"
"2023-06-05T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",325.54,"provisorisch"
"2023-06-05T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",25.27,"provisorisch"
"2023-06-05T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",21.04,"provisorisch"
"2023-06-05T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",0,"provisorisch"
"2023-06-05T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",967.75,"provisorisch"
"2023-06-05T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",25.54,"provisorisch"
"2023-06-05T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",20.3,"provisorisch"
"2023-06-05T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",0,"provisorisch"
"2023-06-05T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",965.42,"provisorisch"
"2023-06-05T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",25.36,"provisorisch"
"2023-06-06T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",20.73,"provisorisch"
"2023-06-06T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",0,"provisorisch"
"2023-06-06T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",965.86,"provisorisch"
"2023-06-06T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",337.38,"provisorisch"
"2023-06-06T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",24.96,"provisorisch"
"2023-06-06T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",21.06,"provisorisch"
"2023-06-06T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",0,"provisorisch"
"2023-06-06T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",968.28,"provisorisch"
"2023-06-06T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",25.58,"provisorisch"
"2023-06-06T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",20.25,"provisorisch"
"2023-06-06T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",0,"provisorisch"
"2023-06-06T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",965.99,"provisorisch"
"2023-06-06T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",25.22,"provisorisch"
"2023-06-07T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",21.57,"provisorisch"
"2023-06-07T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",0,"provisorisch"
"2023-06-07T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",965.27,"provisorisch"
"2023-06-07T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",340.47,"provisorisch"
"2023-06-07T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",26.49,"provisorisch"
"2023-06-07T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",21.88,"provisorisch"
"2023-06-07T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",0,"provisorisch"
"2023-06-07T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",967.68,"provisorisch"
"2023-06-07T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",26.62,"provisorisch"
"2023-06-07T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",21.04,"provisorisch"
"2023-06-07T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",0,"provisorisch"
"2023-06-07T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",965.38,"provisorisch"
"2023-06-07T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",26.52,"provisorisch"
"2023-06-08T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",21.26,"provisorisch"
"2023-06-08T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",8.93,"provisorisch"
"2023-06-08T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",963.26,"provisorisch"
"2023-06-08T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",322.42,"provisorisch"
"2023-06-08T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",27.06,"provisorisch"
"2023-06-08T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",21.24,"provisorisch"
"2023-06-08T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",14.48,"provisorisch"
"2023-06-08T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",965.7,"provisorisch"
"2023-06-08T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",27.65,"provisorisch"
"2023-06-08T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",20.81,"provisorisch"
"2023-06-08T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",5.9,"provisorisch"
"2023-06-08T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",963.36,"provisorisch"
"2023-06-08T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",27.01,"provisorisch"
"2023-06-09T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",22.37,"provisorisch"
"2023-06-09T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",0,"provisorisch"
"2023-06-09T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",961.52,"provisorisch"
"2023-06-09T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",347.17,"provisorisch"
"2023-06-09T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",27.99,"provisorisch"
"2023-06-09T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",22.47,"provisorisch"
"2023-06-09T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",0,"provisorisch"
"2023-06-09T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",963.89,"provisorisch"
"2023-06-09T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",28.57,"provisorisch"
"2023-06-09T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",21.9,"provisorisch"
"2023-06-09T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",0,"provisorisch"
"2023-06-09T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",961.62,"provisorisch"
"2023-06-09T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",28.09,"provisorisch"
"2023-06-10T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",22.95,"provisorisch"
"2023-06-10T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",0,"provisorisch"
"2023-06-10T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",962.32,"provisorisch"
"2023-06-10T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",323.04,"provisorisch"
"2023-06-10T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",27.3,"provisorisch"
"2023-06-10T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",23.56,"provisorisch"
"2023-06-10T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",0,"provisorisch"
"2023-06-10T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",964.67,"provisorisch"
"2023-06-10T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",27.43,"provisorisch"
"2023-06-10T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",22.66,"provisorisch"
"2023-06-10T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",0,"provisorisch"
"2023-06-10T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",962.4,"provisorisch"
"2023-06-10T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",27.11,"provisorisch"
"2023-06-11T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",22.81,"provisorisch"
"2023-06-11T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",0,"provisorisch"
"2023-06-11T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",963.65,"provisorisch"
"2023-06-11T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",339.66,"provisorisch"
"2023-06-11T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",26.94,"provisorisch"
"2023-06-11T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",23.12,"provisorisch"
"2023-06-11T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",0,"provisorisch"
"2023-06-11T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",966.05,"provisorisch"
"2023-06-11T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",27.42,"provisorisch"
"2023-06-11T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",22.41,"provisorisch"
"2023-06-11T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",0,"provisorisch"
"2023-06-11T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",963.73,"provisorisch"
"2023-06-11T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",26.84,"provisorisch"
"2023-06-12T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",22.41,"provisorisch"
"2023-06-12T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",0,"provisorisch"
"2023-06-12T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",962.49,"provisorisch"
"2023-06-12T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",353.3,"provisorisch"
"2023-06-12T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",26.79,"provisorisch"
"2023-06-12T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",22.78,"provisorisch"
"2023-06-12T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",0,"provisorisch"
"2023-06-12T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",964.87,"provisorisch"
"2023-06-12T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",27.44,"provisorisch"
"2023-06-12T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",21.92,"provisorisch"
"2023-06-12T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",2.43,"provisorisch"
"2023-06-12T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",962.61,"provisorisch"
"2023-06-12T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",26.68,"provisorisch"
"2023-06-13T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",21.15,"provisorisch"
"2023-06-13T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",0,"provisorisch"
"2023-06-13T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",960.04,"provisorisch"
"2023-06-13T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",355.04,"provisorisch"
"2023-06-13T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",25.58,"provisorisch"
"2023-06-13T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",21.38,"provisorisch"
"2023-06-13T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",0,"provisorisch"
"2023-06-13T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",962.44,"provisorisch"
"2023-06-13T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",25.65,"provisorisch"
"2023-06-13T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",20.61,"provisorisch"
"2023-06-13T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",0,"provisorisch"
"2023-06-13T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",960.15,"provisorisch"
"2023-06-13T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",25.31,"provisorisch"
"2023-06-14T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",21.24,"provisorisch"
"2023-06-14T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",0,"provisorisch"
"2023-06-14T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",962.06,"provisorisch"
"2023-06-14T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",358.61,"provisorisch"
"2023-06-14T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",25.87,"provisorisch"
"2023-06-14T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",21.64,"provisorisch"
"2023-06-14T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",0,"provisorisch"
"2023-06-14T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",964.5,"provisorisch"
"2023-06-14T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",26.25,"provisorisch"
"2023-06-14T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",20.67,"provisorisch"
"2023-06-14T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",0,"provisorisch"
"2023-06-14T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",962.19,"provisorisch"
"2023-06-14T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",25.76,"provisorisch"
"2023-06-15T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",21.38,"provisorisch"
"2023-06-15T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",0,"provisorisch"
"2023-06-15T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",965.76,"provisorisch"
"2023-06-15T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",281.39,"provisorisch"
"2023-06-15T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",25.5,"provisorisch"
"2023-06-15T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",21.87,"provisorisch"
"2023-06-15T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",0,"provisorisch"
"2023-06-15T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",968.16,"provisorisch"
"2023-06-15T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",26.18,"provisorisch"
"2023-06-15T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",20.88,"provisorisch"
"2023-06-15T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",0,"provisorisch"
"2023-06-15T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",965.89,"provisorisch"
"2023-06-15T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",25.75,"provisorisch"
"2023-06-16T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",22.02,"provisorisch"
"2023-06-16T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",77.47,"provisorisch"
"2023-06-16T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",966.86,"provisorisch"
"2023-06-16T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",316.88,"provisorisch"
"2023-06-16T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",27.06,"provisorisch"
"2023-06-16T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",22.1,"provisorisch"
"2023-06-16T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",47.77,"provisorisch"
"2023-06-16T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",969.28,"provisorisch"
"2023-06-16T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",27.01,"provisorisch"
"2023-06-16T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",21.57,"provisorisch"
"2023-06-16T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",50.94,"provisorisch"
"2023-06-16T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",966.99,"provisorisch"
"2023-06-16T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",26.79,"provisorisch"
"2023-06-17T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",23.04,"provisorisch"
"2023-06-17T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",0,"provisorisch"
"2023-06-17T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",965.46,"provisorisch"
"2023-06-17T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",326.03,"provisorisch"
"2023-06-17T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",27.88,"provisorisch"
"2023-06-17T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",23.14,"provisorisch"
"2023-06-17T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",0,"provisorisch"
"2023-06-17T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",967.87,"provisorisch"
"2023-06-17T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",28.07,"provisorisch"
"2023-06-17T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",22.55,"provisorisch"
"2023-06-17T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",0,"provisorisch"
"2023-06-17T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",965.55,"provisorisch"
"2023-06-17T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",28.22,"provisorisch"
"2023-06-18T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",24.23,"provisorisch"
"2023-06-18T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",0.87,"provisorisch"
"2023-06-18T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",963.59,"provisorisch"
"2023-06-18T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",289.27,"provisorisch"
"2023-06-18T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",30.44,"provisorisch"
"2023-06-18T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",24.64,"provisorisch"
"2023-06-18T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",NA,"provisorisch"
"2023-06-18T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",965.92,"provisorisch"
"2023-06-18T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",31.26,"provisorisch"
"2023-06-18T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",23.81,"provisorisch"
"2023-06-18T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",3.88,"provisorisch"
"2023-06-18T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",963.66,"provisorisch"
"2023-06-18T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",30.49,"provisorisch"
"2023-06-19T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",24.05,"provisorisch"
"2023-06-19T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",171.73,"provisorisch"
"2023-06-19T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",964.62,"provisorisch"
"2023-06-19T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",277.97,"provisorisch"
"2023-06-19T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",29.5,"provisorisch"
"2023-06-19T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",23.98,"provisorisch"
"2023-06-19T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",NA,"provisorisch"
"2023-06-19T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",966.97,"provisorisch"
"2023-06-19T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",30.15,"provisorisch"
"2023-06-19T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",23.48,"provisorisch"
"2023-06-19T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",131,"provisorisch"
"2023-06-19T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",964.71,"provisorisch"
"2023-06-19T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",28.62,"provisorisch"
"2023-06-20T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",24.77,"provisorisch"
"2023-06-20T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",219.98,"provisorisch"
"2023-06-20T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",964.18,"provisorisch"
"2023-06-20T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",277.38,"provisorisch"
"2023-06-20T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",30.19,"provisorisch"
"2023-06-20T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",24.81,"provisorisch"
"2023-06-20T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",NA,"provisorisch"
"2023-06-20T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",966.52,"provisorisch"
"2023-06-20T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",30.81,"provisorisch"
"2023-06-20T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",24.05,"provisorisch"
"2023-06-20T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",192.12,"provisorisch"
"2023-06-20T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",964.25,"provisorisch"
"2023-06-20T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",30.15,"provisorisch"
"2023-06-21T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",23.97,"provisorisch"
"2023-06-21T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",19.63,"provisorisch"
"2023-06-21T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",967.6,"provisorisch"
"2023-06-21T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",237.3,"provisorisch"
"2023-06-21T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",27.12,"provisorisch"
"2023-06-21T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",24.23,"provisorisch"
"2023-06-21T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",NA,"provisorisch"
